id,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD)
1540,ARM Cortex-A53 6 Core 1896 MHz,"1,851",3334,NA,NA
1541,ARM Cortex-A53 8 Core 1512 MHz,739,4326,NA,NA
1542,ARM Cortex-A55 4 Core 1416 MHz,506,4604,NA,NA
1543,ARM Cortex-A55 4 Core 1800 MHz,633,4456,NA,NA
1544,ARM Cortex-A55 4 Core 1908 MHz,707,4364,NA,NA
1545,ARM Cortex-A55 4 Core 1992 MHz,681,4396,NA,NA
1546,ARM Cortex-A55 4 Core 2000 MHz,711,4359,NA,NA
1547,ARM Cortex-A55 4 Core 2016 MHz,755,4303,NA,NA
1548,ARM Cortex-A55 4 Core 2100 MHz,688,4389,NA,NA
1549,ARM Cortex-A55 4 Core 2124 MHz,742,4321,NA,NA
1550,ARM Cortex-A55 4 Core 2208 MHz,798,4250,NA,NA
1551,ARM Cortex-A55 8 Core 1416 MHz,"1,113",3906,NA,NA
1552,ARM Cortex-A55 8 Core 1800 MHz,"3,013",2680,NA,NA
1553,ARM Cortex-A57 2 Core 1479 MHz,318,4824,NA,NA
1554,ARM Cortex-A57 4 Core 1479 MHz,956,4076,NA,NA
1555,ARM Cortex-A57 4 Core 1734 MHz,"1,170",3856,NA,NA
1556,ARM Cortex-A57 4 Core 1912 MHz,990,4046,NA,NA
1557,ARM Cortex-A57 4 Core 2014 MHz,"1,229",3793,NA,NA
1558,ARM Cortex-A57 4 Core 2091 MHz,"1,192",3834,NA,NA
1559,ARM Cortex-A57 8 Core 1500 MHz,"1,022",4014,NA,NA
1560,ARM Cortex-A57 8 Core 1766 MHz,"3,766",2386,NA,NA
1561,ARM Cortex-A7 2 Core 1080 MHz,142,5084,NA,NA
1562,ARM Cortex-A7 2 Core 960 MHz,111,5123,NA,NA
1563,ARM Cortex-A7 2 Core 996 MHz,138,5090,NA,NA
1564,ARM Cortex-A7 4 Core 1000 MHz,278,4884,NA,NA
1565,ARM Cortex-A7 4 Core 1008 MHz,269,4897,NA,NA
1566,ARM Cortex-A7 4 Core 1200 MHz,219,4975,NA,NA
1567,ARM Cortex-A7 4 Core 1296 MHz,253,4918,NA,NA
1568,ARM Cortex-A7 4 Core 1300 MHz,343,4782,NA,NA
1569,ARM Cortex-A7 4 Core 1368 MHz,354,4770,NA,NA
1570,ARM Cortex-A7 4 Core 1392 MHz,318,4823,NA,NA
1571,ARM Cortex-A7 4 Core 900 MHz,230,4960,NA,NA
1572,ARM Cortex-A715 4 Core 2200 MHz,"3,432",2492,NA,NA
1573,ARM Cortex-A72 16 Core 2000 MHz,"5,110",2082,NA,NA
1574,ARM Cortex-A72 16 Core 2200 MHz,"5,470",2007,NA,NA
1575,ARM Cortex-A72 2 Core 1703 MHz,"1,005",4032,NA,NA
1576,ARM Cortex-A72 4 Core 1000 MHz,608,4481,NA,NA
1577,ARM Cortex-A72 4 Core 1200 MHz,174,5041,NA,NA
1578,ARM Cortex-A72 4 Core 1416 MHz,927,4108,NA,NA
1579,ARM Cortex-A72 4 Core 1500 MHz,617,4474,NA,NA
1580,ARM Cortex-A72 4 Core 1600 MHz,667,4417,NA,NA
1581,ARM Cortex-A72 4 Core 1700 MHz,541,4564,NA,NA
1582,ARM Cortex-A72 4 Core 1750 MHz,335,4798,NA,NA
1583,ARM Cortex-A72 4 Core 1800 MHz,680,4400,NA,NA
1584,ARM Cortex-A72 4 Core 1850 MHz,199,4997,NA,NA
1585,ARM Cortex-A72 4 Core 1900 MHz,742,4323,NA,NA
1586,ARM Cortex-A72 4 Core 2000 MHz,766,4287,NA,NA
1587,ARM Cortex-A72 4 Core 2016 MHz,"2,201",3117,NA,NA
1588,ARM Cortex-A72 4 Core 2100 MHz,674,4407,NA,NA
1589,ARM Cortex-A72 4 Core 2200 MHz,799,4246,NA,NA
1590,ARM Cortex-A72 4 Core 2208 MHz,"2,290",3056,NA,NA
1591,ARM Cortex-A72 4 Core 2300 MHz,915,4115,NA,NA
1592,ARM Cortex-A72 4 Core 2394 MHz,"1,254",3771,NA,NA
1593,ARM Cortex-A72 4 Core 2400 MHz,"1,295",3731,NA,NA
1594,ARM Cortex-A72 4 Core 2800 MHz,314,4834,NA,NA
1595,ARM Cortex-A72 4 Core 800 MHz,279,4880,NA,NA
1596,ARM Cortex-A72 6 Core 1008 MHz,734,4334,NA,NA
1597,ARM Cortex-A72 6 Core 1416 MHz,"1,071",3957,NA,NA
1598,ARM Cortex-A72 6 Core 1512 MHz,"1,183",3840,NA,NA
1599,ARM Cortex-A72 8 Core 2016 MHz,"2,208",3112,NA,NA
1600,ARM Cortex-A720 8 Core 2600 MHz,"6,141",1853,NA,NA
1601,ARM Cortex-A73 4 Core 1800 MHz,853,4190,NA,NA
1602,ARM Cortex-A73 4 Core 1844 MHz,"1,368",3678,NA,NA
1603,ARM Cortex-A73 4 Core 1900 MHz,"1,547",3549,NA,NA
1604,ARM Cortex-A73 4 Core 1989 MHz,"1,815",3362,NA,NA
1605,ARM Cortex-A73 4 Core 2100 MHz,"1,185",3839,NA,NA
1606,ARM Cortex-A73 6 Core 1896 MHz,"1,242",3781,NA,NA
1607,ARM Cortex-A73 6 Core 1992 MHz,"1,311",3722,NA,NA
1608,ARM Cortex-A73 6 Core 2016 MHz,"1,445",3619,NA,NA
1609,ARM Cortex-A73 8 Core 1989 MHz,"1,803",3373,NA,NA
1610,ARM Cortex-A76 4 Core 1500 MHz,"1,488",3595,NA,NA
1611,ARM Cortex-A76 4 Core 1608 MHz,"2,698",2822,NA,NA
1612,ARM Cortex-A76 4 Core 1800 MHz,"3,114",2635,NA,NA
1613,ARM Cortex-A76 4 Core 2400 MHz,"2,165",3140,NA,NA
1614,ARM Cortex-A76 4 Core 2500 MHz,"2,342",3032,NA,NA
1615,ARM Cortex-A76 4 Core 2600 MHz,"2,323",3039,NA,NA
1616,ARM Cortex-A76 4 Core 2700 MHz,"2,383",3002,NA,NA
1617,ARM Cortex-A76 4 Core 2800 MHz,"2,469",2946,NA,NA
1618,ARM Cortex-A76 4 Core 2900 MHz,"2,596",2877,NA,NA
1619,ARM Cortex-A76 4 Core 3000 MHz,"2,578",2890,NA,NA
1620,ARM Cortex-A76 4 Core 3100 MHz,"2,734",2803,NA,NA
1621,ARM Cortex-A76 4 Core 3200 MHz,"2,579",2888,NA,NA
1622,ARM Cortex-A76 4 Core 3300 MHz,"2,493",2939,NA,NA
1623,ARM Cortex-A76 4 Core 3400 MHz,"2,580",2887,NA,NA
1624,ARM Cortex-A76 8 Core 1800 MHz,"2,975",2699,NA,NA
1625,ARM Cortex-A78 4 Core 1958 MHz,"3,530",2459,NA,NA
1626,ARM Cortex-A78 4 Core 2000 MHz,"3,016",2678,NA,NA
1627,ARM Cortex-A78AE 10 Core 2112 MHz,"5,520",1994,NA,NA
1628,ARM Cortex-A78AE 12 Core 2201 MHz,"6,325",1820,NA,NA
1629,ARM Cortex-A78AE 6 Core 1510 MHz,"2,631",2861,NA,NA
1630,ARM Cortex-A78AE 6 Core 1728 MHz,"2,869",2745,NA,NA
1631,ARM Cortex-A78AE 8 Core 1984 MHz,"3,764",2387,NA,NA
1632,ARM Cortex-A78AE 8 Core 2201 MHz,"3,788",2375,NA,NA
1633,ARM Cortex-X1C 4 Core 2438 MHz,"6,007",1886,NA,NA
1634,ARM D2000/8 8 Core 2300 MHz,"2,674",2837,NA,NA
1635,ARM Falkor V1/Kryo 8 Core 1900 MHz,"1,652",3472,NA,NA
1636,ARM Firestorm 4 Core 2064 MHz,"7,804",1568,NA,NA
1637,ARM Firestorm 8 Core 2064 MHz,"6,775",1731,NA,NA
1638,ARM Firestorm-M1 4 Core 2064 MHz,"7,771",1572,NA,NA
1639,ARM Firestorm-M1-Pro 8 Core 2064 MHz,"9,872",1365,NA,NA
1640,ARM FT-2000/4 4 Core 2200 MHz,881,4153,NA,NA
1641,"ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz","9,496",1394,NA,NA
1642,ARM Kryo-3XX-Gold 4 Core 1766 MHz,"2,222",3107,NA,NA
1643,ARM Kryo-3XX-Gold 8 Core 1766 MHz,"2,372",3012,NA,NA
1644,ARM Kryo-4XX-Gold 8 Core 1804 MHz,"2,531",2918,NA,NA
1645,ARM Kryo-4XX-Silver 4 Core 1804 MHz,"3,425",2497,NA,NA
1646,ARM Kunpeng-920 24 Core 2600 MHz,"9,841",1369,NA,NA
1647,ARM Kunpeng-920 8 Core 2600 MHz,"3,910",2340,NA,NA
1648,ARM Neoverse-N1 128 Core 2800 MHz,"43,111",244,NA,NA
1649,ARM Neoverse-N1 128 Core 3000 MHz,"39,163",275,NA,NA
1650,ARM Neoverse-N1 32 Core 1700 MHz,"11,841",1232,NA,NA
1651,ARM Neoverse-N1 64 Core 0 MHz,"28,044",465,NA,NA
1652,ARM Neoverse-N1 64 Core 2200 MHz,"20,250",772,NA,NA
1653,ARM Neoverse-N1 64 Core 3000 MHz,"17,515",909,NA,NA
1654,ARM Neoverse-N1 80 Core 2600 MHz,"18,823",839,NA,NA
1655,ARM Neoverse-N1 80 Core 2800 MHz,"11,755",1240,NA,NA
1656,ARM Neoverse-N1 80 Core 3000 MHz,"35,253",314,NA,NA
1657,ARM Neoverse-N1 96 Core 2800 MHz,"29,890",413,NA,NA
1658,ARM Neoverse-N2 8 Core 2500 MHz,"5,544",1988,NA,NA
1659,ARM Neoverse-V2 72 Core 3465 MHz,"57,369",142,NA,NA
1660,ARM Neoverse-V2 72 Core 3519 MHz,"57,240",143,NA,NA
1661,ARM Phytium D3000 8 Core 2500 MHz,"5,528",1992,NA,NA
1662,ARM phytium FT1500a 4 Core 2000 MHz,"1,579",3526,NA,NA
1663,"ARM Phytium,D2000/8 8 Core 2000 MHz","2,409",2992,NA,NA
1664,"ARM Phytium,D2000/8 8 Core 2300 MHz","2,690",2825,NA,NA
1665,"ARM Phytium,D2000/8 E8C 8 Core 2300 MHz","2,522",2924,NA,NA
1666,"ARM Phytium,FT-2000/4 8 Core 2300 MHz","2,720",2810,NA,NA
1667,ARM X-Gene 32 Core 3000 MHz,"8,202",1520,NA,NA
1668,ARM X-Gene 32 Core 3300 MHz,"8,684",1468,NA,NA
1669,ASUS Tinker Board 2/2S,"1,771",3397,NA,NA
1670,Athlon 64 Dual Core 3800+,736,4330,NA,NA
1671,Athlon 64 Dual Core 5000+,850,4193,NA,NA
1672,Athlon 64 Dual Core 5600+,875,4163,NA,NA
1673,Athlon Dual Core 4050e,670,4411,NA,NA
1674,Athlon Dual Core 4450e,681,4397,NA,NA
1675,Athlon Dual Core 4850e,769,4286,NA,NA
1676,BCM2711,852,4191,NA,NA
1677,BCM2712,"3,284",2563,NA,NA
1678,BCM2835,"1,239",3785,NA,NA
1679,Broadcom BCM2712,"4,095",2287,NA,NA
1680,Broadcom STB (Flattened Device Tree),659,4425,NA,NA
1681,Celeron Dual-Core T3000 @ 1.80GHz,625,4461,NA,NA
1682,Celeron Dual-Core T3100 @ 1.90GHz,610,4480,19.06,$32.00
1683,Celeron Dual-Core T3300 @ 2.00GHz,633,4455,42.31,$14.97*
1684,Celeron Dual-Core T3500 @ 2.10GHz,758,4298,NA,NA
1685,CentaurHauls @2000MHz,"6,549",1770,NA,NA
1686,CentaurHauls @2400MHz,"7,784",1569,NA,NA
1687,CentaurHauls @2500MHz,"8,014",1547,NA,NA
1688,CIX P1 CD8180,"9,277",1421,NA,NA
1689,Cortex-A76,51,5141,NA,NA
1690,DG1301SML87HY,"3,624",2432,NA,NA
1691,DO-Regular,"1,070",3958,NA,NA
1692,Dual-Core AMD Opteron 1220 SE,748,4312,NA,NA
1693,Essgoo,497,4614,NA,NA
1694,Generic DT based system,632,4457,NA,NA
1695,Giada JHS558 (Android),"2,022",3224,NA,NA
1696,Google GS201,"7,270",1649,NA,NA
1697,Google R11 BtWifi Evt1.1,187,5023,NA,NA
1698,Google Tensor,"6,701",1745,NA,NA
1699,Google Tensor G3,"8,101",1531,NA,NA
1700,Google Tensor G4,"8,535",1486,NA,NA
1701,Grandstream GXV3480 Video Phone,"1,078",3949,NA,NA
1702,Hardkernel ODROID-N2Plus,"2,115",3169,NA,NA
1703,"Haydn based on Qualcomm Technologies, Inc SM8350","5,359",2025,NA,NA
1704,hi6210sft,796,4251,NA,NA
1705,High Performance Datacenter v,"1,610",3500,NA,NA
1706,HiSilicon Kirin,"6,758",1736,NA,NA
1707,HiSilicon Kirin 659,"1,893",3310,NA,NA
1708,Hisilicon Kirin 925,"1,053",3979,NA,NA
1709,Hisilicon Kirin 930,"1,415",3647,NA,NA
1710,Hisilicon Kirin 935,"1,599",3511,NA,NA
1711,HiSilicon Kirin 950,"2,457",2954,NA,NA
1712,Hisilicon Kirin 955,"2,936",2716,NA,NA
1713,HiSilicon Kirin 960,"2,897",2732,NA,NA
1714,HiSilicon Kirin 970,"2,908",2729,NA,NA
1715,Hisilicon Kirin 990,"3,965",2322,NA,NA
1716,Hisilicon Kirin710,"2,447",2965,NA,NA
1717,Hisilicon Kirin810,"2,945",2710,NA,NA
1718,Hisilicon Kirin820,"3,893",2345,NA,NA
1719,Hisilicon Kirin9000,"5,083",2090,NA,NA
1720,Hisilicon Kirin970,"2,681",2833,NA,NA
1721,Hisilicon Kirin980,"4,385",2220,NA,NA
1722,Hisilicon Kirin985,"4,162",2268,NA,NA
1723,HP Hexa-Core 2.0GHz,"1,741",3416,3.45,$504.27*
1724,Hygon C86 3185 8-core,"9,243",1425,NA,NA
1725,Hygon C86 3250 8-core,"11,476",1259,NA,NA
1726,Hygon C86 3330 4-core,"6,031",1882,NA,NA
1727,Hygon C86 3350 8-core,"12,292",1212,NA,NA
1728,Hygon C86 52xx series,"4,090",2293,NA,NA
1729,Hygon C86 7255 16-core,"18,831",838,NA,NA
1730,Hygon C86-3G (OPN:3350),"11,305",1271,NA,NA
1731,Hygon C86-4G (OPN:3490),"26,064",520,NA,NA
1732,Intel 2.80GHz,341,4783,NA,NA
1733,Intel 3 N350,"4,877",2123,NA,NA
1734,Intel 300,"7,277",1647,88.75,$82.00*
1735,Intel 300T,"6,084",1868,74.19,$82.00*
1736,Intel Atom 230 @ 1.60GHz,169,5045,NA,NA
1737,Intel Atom 330 @ 1.60GHz,382,4744,NA,NA
1738,Intel Atom C1110,"3,170",2613,NA,NA
1739,Intel Atom C2338 @ 1.74GHz,584,4510,NA,NA
1740,Intel Atom C2350 @ 1.74GHz,520,4591,12.10,$43.00*
1741,Intel Atom C2358 @ 1.74GHz,562,4539,NA,NA
1742,Intel Atom C2538 @ 2.40GHz,934,4098,8.98,$104.00*
1743,Intel Atom C2550 @ 2.40GHz,"1,422",3643,NA,NA
1744,Intel Atom C2558 @ 2.40GHz,"1,424",3641,10.47,$136.00*
1745,Intel Atom C2750 @ 2.40GHz,"2,787",2773,12.01,$232.00*
1746,Intel Atom C2750 @ 2.41GHz,"2,174",3136,NA,NA
1747,Intel Atom C2758 @ 2.40GHz,"2,317",3042,10.78,$214.86*
1748,Intel Atom C3338 @ 1.50GHz,"1,028",4004,NA,NA
1749,Intel Atom C3508 @ 1.60GHz,"1,796",3379,20.47,$87.75*
1750,Intel Atom C3538 @ 2.10GHz,"1,910",3287,25.46,$75.00*
1751,Intel Atom C3558 @ 2.20GHz,"2,431",2974,28.27,$86.00*
1752,Intel Atom C3708 @ 1.70GHz,"3,750",2391,16.74,$224.00*
1753,Intel Atom C3758 @ 2.20GHz,"4,614",2169,23.91,$193.00*
1754,Intel Atom C3758R @ 2.40GHz,"5,100",2085,22.77,$224.00*
1755,Intel Atom C3808 @ 2.00GHz,"5,671",1949,14.36,$395.00*
1756,Intel Atom C3858 @ 2.00GHz,"4,707",2149,14.18,$332.00*
1757,Intel Atom C3958 @ 2.00GHz,"3,929",2331,8.75,$449.00*
1758,Intel Atom C5125,"8,631",1474,28.87,$299.00*
1759,Intel Atom D2500 @ 1.86GHz,241,4938,NA,NA
1760,Intel Atom D2550 @ 1.86GHz,409,4703,NA,NA
1761,Intel Atom D2560 @ 2.00GHz,433,4670,NA,NA
1762,Intel Atom D2700 @ 2.13GHz,456,4655,NA,NA
1763,Intel Atom D2701 @ 2.13GHz,511,4601,NA,NA
1764,Intel Atom D410 @ 1.66GHz,180,5033,0.28,$635.99*
1765,Intel Atom D425 @ 1.80GHz,204,4993,0.21,$992.98*
1766,Intel Atom D510 @ 1.66GHz,406,4708,4.18,$97.16*
1767,Intel Atom D525 @ 1.80GHz,393,4725,NA,NA
1768,Intel Atom E3805 @ 1.33GHz,406,4707,20.31,$20.00*
1769,Intel Atom E3815 @ 1.46GHz,193,5014,1.43,$135.00*
1770,Intel Atom E3825 @ 1.33GHz,378,4748,5.37,$70.32*
1771,Intel Atom E3826 @ 1.46GHz,304,4849,NA,NA
1772,Intel Atom E3827 @ 1.74GHz,480,4632,NA,NA
1773,Intel Atom E3840 @ 1.91GHz,704,4370,NA,NA
1774,Intel Atom E3845 @ 1.91GHz,"1,069",3963,NA,NA
1775,Intel Atom E3900 @ 1.60GHz,"1,953",3265,NA,NA
1776,Intel Atom N2100 @ 1.60GHz,193,5013,NA,NA
1777,Intel Atom N2600 @ 1.60GHz,316,4827,NA,NA
1778,Intel Atom N270 @ 1.60GHz,136,5093,NA,NA
1779,Intel Atom N280 @ 1.66GHz,157,5064,NA,NA
1780,Intel Atom N2800 @ 1.86GHz,444,4664,NA,NA
1781,Intel Atom N435 @ 1.33GHz,153,5071,NA,NA
1782,Intel Atom N450 @ 1.66GHz,203,4995,NA,NA
1783,Intel Atom N455 @ 1.66GHz,196,5002,NA,NA
1784,Intel Atom N470 @ 1.83GHz,224,4967,NA,NA
1785,Intel Atom N475 @ 1.83GHz,179,5035,NA,NA
1786,Intel Atom N550 @ 1.50GHz,301,4850,3.50,$86.00*
1787,Intel Atom N570 @ 1.66GHz,360,4764,4.18,$86.00*
1788,Intel Atom P5322,"7,378",1628,20.96,$352.00*
1789,Intel Atom P5342,"13,085",1162,20.70,$632.00*
1790,Intel Atom P5362,"17,276",926,24.40,$708.00*
1791,Intel Atom S1260 @ 2.00GHz,526,4587,8.22,$64.00*
1792,Intel Atom T5700 @ 1.70GHz,"2,363",3015,NA,NA
1793,Intel Atom x5-E3930 @ 1.30GHz,928,4105,NA,NA
1794,Intel Atom x5-E3940 @ 1.60GHz,"1,908",3292,NA,NA
1795,Intel Atom x5-E8000 @ 1.04GHz,962,4069,NA,NA
1796,Intel Atom x5-Z8300 @ 1.44GHz,833,4214,6.26,$132.99*
1797,Intel Atom x5-Z8330 @ 1.44GHz,803,4242,NA,NA
1798,Intel Atom x5-Z8350 @ 1.44GHz,893,4142,42.51,$21.00*
1799,Intel Atom x5-Z8500 @ 1.44GHz,"1,244",3780,19.88,$62.57*
1800,Intel Atom x5-Z8550 @ 1.44GHz,"1,143",3884,NA,NA
1801,Intel Atom x6211E @ 1.20GHz,"1,695",3444,48.43,$35.00*
1802,Intel Atom x6211E @ 1.30GHz,"1,762",3407,50.34,$35.00*
1803,Intel Atom x6214RE @ 1.40GHz,"1,109",3912,23.59,$47.00*
1804,Intel Atom x6413E @ 1.50GHz,"3,967",2321,92.27,$43.00*
1805,Intel Atom x6414RE @ 1.50GHz,"2,128",3159,38.69,$55.00*
1806,Intel Atom x6425E @ 2.00GHz,"3,671",2416,65.55,$56.00*
1807,Intel Atom x6425RE @ 1.90GHz,"2,929",2719,49.65,$59.00*
1808,Intel Atom x6427FE @ 1.90GHz,"3,196",2604,38.51,$83.00*
1809,Intel Atom x7-E3950 @ 1.60GHz,"2,071",3195,NA,NA
1810,Intel Atom x7-Z8700 @ 1.60GHz,"1,333",3702,18.11,$73.63*
1811,Intel Atom x7-Z8750 @ 1.60GHz,"1,294",3734,NA,NA
1812,Intel Atom x7211E,"2,553",2904,65.47,$39.00*
1813,Intel Atom x7211RE,"2,137",3155,50.88,$42.00*
1814,Intel Atom x7213RE,"2,286",3057,48.63,$47.00*
1815,Intel Atom x7425E,"5,582",1975,NA,NA
1816,Intel Atom x7433RE,"3,343",2535,NA,NA
1817,Intel Atom x7835RE,"6,341",1813,49.93,$127.00*
1818,Intel Atom Z2760 @ 1.80GHz,298,4854,NA,NA
1819,Intel Atom Z3530 @ 1.33GHz,565,4532,NA,NA
1820,Intel Atom Z3560 @ 1.00GHz,749,4308,NA,NA
1821,Intel Atom Z3560 @ 1.83GHz,690,4386,NA,NA
1822,Intel Atom Z3580 @ 1.33GHz,802,4243,NA,NA
1823,Intel Atom Z3735D @ 1.33GHz,704,4367,NA,NA
1824,Intel Atom Z3735E @ 1.33GHz,557,4544,4.76,$117.00*
1825,Intel Atom Z3735F @ 1.33GHz,539,4566,1.08,$500.00*
1826,Intel Atom Z3735G @ 1.33GHz,772,4284,NA,NA
1827,Intel Atom Z3736F @ 1.33GHz,496,4617,NA,NA
1828,Intel Atom Z3740 @ 1.33GHz,621,4467,NA,NA
1829,Intel Atom Z3740D @ 1.33GHz,614,4475,NA,NA
1830,Intel Atom Z3745 @ 1.33GHz,621,4466,20.72,$30.00*
1831,Intel Atom Z3745D @ 1.33GHz,599,4491,NA,NA
1832,Intel Atom Z3770 @ 1.46GHz,728,4339,4.87,$149.44*
1833,Intel Atom Z3770D @ 1.49GHz,488,4621,NA,NA
1834,Intel Atom Z3775 @ 1.46GHz,704,4366,1.41,$500.00*
1835,Intel Atom Z3775D @ 1.49GHz,794,4255,NA,NA
1836,Intel Atom Z3795 @ 1.60GHz,"1,196",3829,NA,NA
1837,Intel Atom Z520 @ 1.33GHz,122,5108,NA,NA
1838,Intel Atom Z530 @ 1.60GHz,183,5029,NA,NA
1839,Intel Atom Z670 @ 1.50GHz,158,5061,NA,NA
1840,Intel CC150 @ 3.50GHz,"14,238",1090,NA,NA
1841,Intel Celeron 1.70GHz,101,5127,NA,NA
1842,Intel Celeron 1.80GHz,96,5131,NA,NA
1843,Intel Celeron 1000M @ 1.80GHz,"1,065",3968,NA,NA
1844,Intel Celeron 1000MHz,139,5087,NA,NA
1845,Intel Celeron 1005M @ 1.90GHz,"1,112",3908,NA,NA
1846,Intel Celeron 1007U @ 1.50GHz,848,4196,4.58,$184.99*
1847,Intel Celeron 1017U @ 1.60GHz,877,4160,NA,NA
1848,Intel Celeron 1019Y @ 1.00GHz,576,4518,NA,NA
1849,Intel Celeron 1020E @ 2.20GHz,"1,406",3653,31.26,$44.99*
1850,Intel Celeron 1020M @ 2.10GHz,"1,275",3752,NA,NA
1851,Intel Celeron 1037U @ 1.80GHz,"1,013",4022,NA,NA
1852,Intel Celeron 1047UE @ 1.40GHz,748,4310,NA,NA
1853,Intel Celeron 1100MHz,113,5121,7.55,$15.00*
1854,Intel Celeron 1200MHz,159,5060,NA,NA
1855,Intel Celeron 2.00GHz,125,5104,NA,NA
1856,Intel Celeron 2.13GHz,166,5049,NA,NA
1857,Intel Celeron 2.20GHz,139,5089,NA,NA
1858,Intel Celeron 2.26GHz,182,5032,NA,NA
1859,Intel Celeron 2.30GHz,148,5077,NA,NA
1860,Intel Celeron 2.40GHz,143,5083,NA,NA
1861,Intel Celeron 2.50GHz,164,5052,NA,NA
1862,Intel Celeron 2.53GHz,222,4969,NA,NA
1863,Intel Celeron 2.60GHz,143,5082,NA,NA
1864,Intel Celeron 2.66GHz,131,5099,NA,NA
1865,Intel Celeron 2.70GHz,159,5059,NA,NA
1866,Intel Celeron 2.80GHz,190,5020,NA,NA
1867,Intel Celeron 2.93GHz,230,4961,NA,NA
1868,Intel Celeron 2000E @ 2.20GHz,"1,607",3504,NA,NA
1869,Intel Celeron 2002E @ 1.50GHz,"1,091",3928,12.68,$86.00*
1870,Intel Celeron 215 @ 1.33GHz,174,5042,NA,NA
1871,Intel Celeron 220 @ 1.20GHz,209,4984,NA,NA
1872,Intel Celeron 2950M @ 2.00GHz,"1,238",3787,NA,NA
1873,Intel Celeron 2955U @ 1.40GHz,903,4136,NA,NA
1874,Intel Celeron 2957U @ 1.40GHz,851,4192,NA,NA
1875,Intel Celeron 2961Y @ 1.10GHz,684,4391,NA,NA
1876,Intel Celeron 2970M @ 2.20GHz,"1,501",3589,NA,NA
1877,Intel Celeron 2980U @ 1.60GHz,"1,092",3927,NA,NA
1878,Intel Celeron 2981U @ 1.60GHz,"1,036",3998,NA,NA
1879,Intel Celeron 3.06GHz,307,4844,NA,NA
1880,Intel Celeron 3.20GHz,267,4902,NA,NA
1881,Intel Celeron 3.33GHz,263,4906,NA,NA
1882,Intel Celeron 3205U @ 1.50GHz,960,4071,3.35,$287.04*
1883,Intel Celeron 3215U @ 1.70GHz,"1,100",3920,NA,NA
1884,Intel Celeron 3755U @ 1.70GHz,"1,182",3842,NA,NA
1885,Intel Celeron 3765U @ 1.90GHz,"1,252",3774,NA,NA
1886,Intel Celeron 3855U @ 1.60GHz,"1,215",3806,13.61,$89.28*
1887,Intel Celeron 3865U @ 1.80GHz,"1,334",3701,NA,NA
1888,Intel Celeron 3867U @ 1.80GHz,"1,466",3607,13.70,$107.00*
1889,Intel Celeron 3955U @ 2.00GHz,"1,478",3596,NA,NA
1890,Intel Celeron 3965U @ 2.20GHz,"1,746",3413,16.32,$107.00*
1891,Intel Celeron 3965Y @ 1.50GHz,"1,197",3826,11.19,$107.00*
1892,Intel Celeron 420 @ 1.60GHz,257,4913,3.67,$69.95
1893,Intel Celeron 4205U @ 1.80GHz,"1,342",3696,12.54,$107.00*
1894,Intel Celeron 430 @ 1.80GHz,293,4863,6.70,$43.64
1895,Intel Celeron 4305U @ 2.20GHz,"1,562",3539,14.60,$107.00*
1896,Intel Celeron 4305UE @ 2.00GHz,"1,699",3441,NA,NA
1897,Intel Celeron 440 @ 2.00GHz,368,4757,8.19,$44.95
1898,Intel Celeron 450 @ 2.20GHz,433,4669,1.45,$299.00*
1899,Intel Celeron 5205U @ 1.90GHz,"1,434",3628,13.40,$107.00*
1900,Intel Celeron 530 @ 1.73GHz,268,4900,20.62,$13.00
1901,Intel Celeron 5305U @ 2.30GHz,"1,684",3452,13.16,$128.00*
1902,Intel Celeron 540 @ 1.86GHz,305,4846,14.56,$20.95*
1903,Intel Celeron 550 @ 2.00GHz,334,4800,6.09,$54.95*
1904,Intel Celeron 560 @ 2.13GHz,339,4789,4.84,$69.95*
1905,Intel Celeron 570 @ 2.26GHz,344,4780,NA,NA
1906,Intel Celeron 6305 @ 1.80GHz,"2,087",3187,NA,NA
1907,Intel Celeron 6305E @ 1.80GHz,"2,030",3218,18.97,$107.00*
1908,Intel Celeron 6600HE @ 2.60GHz,"3,286",2561,27.85,$118.00*
1909,Intel Celeron 723 @ 1.20GHz,213,4980,NA,NA
1910,Intel Celeron 7305,"2,500",2932,23.36,$107.00*
1911,Intel Celeron 7305E,"2,255",3081,21.07,$107.00*
1912,Intel Celeron 743 @ 1.30GHz,275,4888,NA,NA
1913,Intel Celeron 807 @ 1.50GHz,392,4730,NA,NA
1914,Intel Celeron 807UE @ 1.00GHz,241,4939,NA,NA
1915,Intel Celeron 827E @ 1.40GHz,371,4756,NA,NA
1916,Intel Celeron 847 @ 1.10GHz,493,4619,1.57,$315.00*
1917,Intel Celeron 847E @ 1.10GHz,584,4509,NA,NA
1918,Intel Celeron 857 @ 1.20GHz,569,4526,NA,NA
1919,Intel Celeron 867 @ 1.30GHz,588,4503,10.56,$55.69*
1920,Intel Celeron 877 @ 1.40GHz,700,4375,NA,NA
1921,Intel Celeron 887 @ 1.50GHz,764,4290,NA,NA
1922,Intel Celeron 900 @ 2.20GHz,412,4698,21.69,$18.99*
1923,Intel Celeron 925 @ 2.30GHz,450,4660,NA,NA
1924,Intel Celeron @ 1.30GHz,572,4521,NA,NA
1925,Intel Celeron B710 @ 1.60GHz,106,5124,NA,NA
1926,Intel Celeron B800 @ 1.50GHz,675,4404,25.02,$26.99*
